code_muni,name_muni,cases,gender,year
130002,Alvarães,0,M,2011
130002,Alvarães,0,M,2012
130002,Alvarães,0,M,2013
130002,Alvarães,0,M,2014
130002,Alvarães,0,M,2015
130002,Alvarães,0,M,2016
130002,Alvarães,0,M,2017
130002,Alvarães,0,M,2018
130002,Alvarães,0,M,2019
130002,Alvarães,1,M,2020
130002,Alvarães,1,M,2021
130002,Alvarães,1,M,2022
130002,Alvarães,0,M,2023
130002,Alvarães,0,F,2011
130002,Alvarães,0,F,2012
130002,Alvarães,1,F,2013
130002,Alvarães,1,F,2014
130002,Alvarães,2,F,2015
130002,Alvarães,0,F,2016
130002,Alvarães,0,F,2017
130002,Alvarães,0,F,2018
130002,Alvarães,0,F,2019
130002,Alvarães,0,F,2020
130002,Alvarães,0,F,2021
130002,Alvarães,0,F,2022
130002,Alvarães,0,F,2023
130006,Amaturá,0,M,2011
130006,Amaturá,1,M,2012
130006,Amaturá,1,M,2013
130006,Amaturá,0,M,2014
130006,Amaturá,1,M,2015
130006,Amaturá,0,M,2016
130006,Amaturá,1,M,2017
130006,Amaturá,0,M,2018
130006,Amaturá,0,M,2019
130006,Amaturá,2,M,2020
130006,Amaturá,2,M,2021
130006,Amaturá,0,M,2022
130006,Amaturá,0,M,2023
130006,Amaturá,0,F,2011
130006,Amaturá,1,F,2012
130006,Amaturá,0,F,2013
130006,Amaturá,1,F,2014
130006,Amaturá,0,F,2015
130006,Amaturá,0,F,2016
130006,Amaturá,1,F,2017
130006,Amaturá,0,F,2018
130006,Amaturá,0,F,2019
130006,Amaturá,0,F,2020
130006,Amaturá,0,F,2021
130006,Amaturá,0,F,2022
130006,Amaturá,1,F,2023
130008,Anamã,1,M,2011
130008,Anamã,0,M,2012
130008,Anamã,0,M,2013
130008,Anamã,0,M,2014
130008,Anamã,0,M,2015
130008,Anamã,0,M,2016
130008,Anamã,0,M,2017
130008,Anamã,1,M,2018
130008,Anamã,0,M,2019
130008,Anamã,0,M,2020
130008,Anamã,0,M,2021
130008,Anamã,0,M,2022
130008,Anamã,0,M,2023
130008,Anamã,0,F,2011
130008,Anamã,0,F,2012
130008,Anamã,0,F,2013
130008,Anamã,0,F,2014
130008,Anamã,0,F,2015
130008,Anamã,0,F,2016
130008,Anamã,0,F,2017
130008,Anamã,0,F,2018
130008,Anamã,0,F,2019
130008,Anamã,0,F,2020
130008,Anamã,0,F,2021
130008,Anamã,0,F,2022
130008,Anamã,0,F,2023
130010,Anori,0,M,2011
130010,Anori,0,M,2012
130010,Anori,0,M,2013
130010,Anori,2,M,2014
130010,Anori,1,M,2015
130010,Anori,0,M,2016
130010,Anori,1,M,2017
130010,Anori,0,M,2018
130010,Anori,1,M,2019
130010,Anori,0,M,2020
130010,Anori,1,M,2021
130010,Anori,1,M,2022
130010,Anori,0,M,2023
130010,Anori,0,F,2011
130010,Anori,0,F,2012
130010,Anori,0,F,2013
130010,Anori,1,F,2014
130010,Anori,0,F,2015
130010,Anori,1,F,2016
130010,Anori,1,F,2017
130010,Anori,1,F,2018
130010,Anori,1,F,2019
130010,Anori,1,F,2020
130010,Anori,1,F,2021
130010,Anori,0,F,2022
130010,Anori,0,F,2023
130014,Apuí,0,M,2011
130014,Apuí,0,M,2012
130014,Apuí,1,M,2013
130014,Apuí,2,M,2014
130014,Apuí,4,M,2015
130014,Apuí,2,M,2016
130014,Apuí,2,M,2017
130014,Apuí,0,M,2018
130014,Apuí,0,M,2019
130014,Apuí,1,M,2020
130014,Apuí,2,M,2021
130014,Apuí,1,M,2022
130014,Apuí,0,M,2023
130014,Apuí,1,F,2011
130014,Apuí,2,F,2012
130014,Apuí,2,F,2013
130014,Apuí,4,F,2014
130014,Apuí,2,F,2015
130014,Apuí,3,F,2016
130014,Apuí,0,F,2017
130014,Apuí,1,F,2018
130014,Apuí,0,F,2019
130014,Apuí,1,F,2020
130014,Apuí,0,F,2021
130014,Apuí,1,F,2022
130014,Apuí,0,F,2023
130020,Atalaia do Norte,3,M,2011
130020,Atalaia do Norte,1,M,2012
130020,Atalaia do Norte,0,M,2013
130020,Atalaia do Norte,0,M,2014
130020,Atalaia do Norte,0,M,2015
130020,Atalaia do Norte,0,M,2016
130020,Atalaia do Norte,0,M,2017
130020,Atalaia do Norte,1,M,2018
130020,Atalaia do Norte,1,M,2019
130020,Atalaia do Norte,1,M,2020
130020,Atalaia do Norte,5,M,2021
130020,Atalaia do Norte,2,M,2022
130020,Atalaia do Norte,1,M,2023
130020,Atalaia do Norte,0,F,2011
130020,Atalaia do Norte,0,F,2012
130020,Atalaia do Norte,1,F,2013
130020,Atalaia do Norte,0,F,2014
130020,Atalaia do Norte,0,F,2015
130020,Atalaia do Norte,0,F,2016
130020,Atalaia do Norte,0,F,2017
130020,Atalaia do Norte,0,F,2018
130020,Atalaia do Norte,0,F,2019
130020,Atalaia do Norte,0,F,2020
130020,Atalaia do Norte,2,F,2021
130020,Atalaia do Norte,0,F,2022
130020,Atalaia do Norte,0,F,2023
130030,Autazes,5,M,2011
130030,Autazes,2,M,2012
130030,Autazes,1,M,2013
130030,Autazes,5,M,2014
130030,Autazes,2,M,2015
130030,Autazes,2,M,2016
130030,Autazes,1,M,2017
130030,Autazes,7,M,2018
130030,Autazes,2,M,2019
130030,Autazes,4,M,2020
130030,Autazes,5,M,2021
130030,Autazes,2,M,2022
130030,Autazes,3,M,2023
130030,Autazes,2,F,2011
130030,Autazes,1,F,2012
130030,Autazes,1,F,2013
130030,Autazes,4,F,2014
130030,Autazes,0,F,2015
130030,Autazes,3,F,2016
130030,Autazes,0,F,2017
130030,Autazes,2,F,2018
130030,Autazes,0,F,2019
130030,Autazes,1,F,2020
130030,Autazes,1,F,2021
130030,Autazes,3,F,2022
130030,Autazes,2,F,2023
130040,Barcelos,0,M,2011
130040,Barcelos,1,M,2012
130040,Barcelos,2,M,2013
130040,Barcelos,2,M,2014
130040,Barcelos,0,M,2015
130040,Barcelos,1,M,2016
130040,Barcelos,1,M,2017
130040,Barcelos,0,M,2018
130040,Barcelos,0,M,2019
130040,Barcelos,0,M,2020
130040,Barcelos,2,M,2021
130040,Barcelos,0,M,2022
130040,Barcelos,0,M,2023
130040,Barcelos,0,F,2011
130040,Barcelos,0,F,2012
130040,Barcelos,2,F,2013
130040,Barcelos,0,F,2014
130040,Barcelos,1,F,2015
130040,Barcelos,1,F,2016
130040,Barcelos,0,F,2017
130040,Barcelos,1,F,2018
130040,Barcelos,1,F,2019
130040,Barcelos,0,F,2020
130040,Barcelos,0,F,2021
130040,Barcelos,0,F,2022
130040,Barcelos,0,F,2023
130050,Barreirinha,0,M,2011
130050,Barreirinha,1,M,2012
130050,Barreirinha,1,M,2013
130050,Barreirinha,1,M,2014
130050,Barreirinha,1,M,2015
130050,Barreirinha,6,M,2016
130050,Barreirinha,2,M,2017
130050,Barreirinha,2,M,2018
130050,Barreirinha,1,M,2019
130050,Barreirinha,2,M,2020
130050,Barreirinha,3,M,2021
130050,Barreirinha,1,M,2022
130050,Barreirinha,1,M,2023
130050,Barreirinha,0,F,2011
130050,Barreirinha,1,F,2012
130050,Barreirinha,1,F,2013
130050,Barreirinha,0,F,2014
130050,Barreirinha,1,F,2015
130050,Barreirinha,2,F,2016
130050,Barreirinha,1,F,2017
130050,Barreirinha,2,F,2018
130050,Barreirinha,0,F,2019
130050,Barreirinha,0,F,2020
130050,Barreirinha,2,F,2021
130050,Barreirinha,0,F,2022
130050,Barreirinha,0,F,2023
130060,Benjamin Constant,8,M,2011
130060,Benjamin Constant,10,M,2012
130060,Benjamin Constant,8,M,2013
130060,Benjamin Constant,6,M,2014
130060,Benjamin Constant,3,M,2015
130060,Benjamin Constant,0,M,2016
130060,Benjamin Constant,4,M,2017
130060,Benjamin Constant,3,M,2018
130060,Benjamin Constant,8,M,2019
130060,Benjamin Constant,2,M,2020
130060,Benjamin Constant,4,M,2021
130060,Benjamin Constant,7,M,2022
130060,Benjamin Constant,4,M,2023
130060,Benjamin Constant,3,F,2011
130060,Benjamin Constant,1,F,2012
130060,Benjamin Constant,1,F,2013
130060,Benjamin Constant,6,F,2014
130060,Benjamin Constant,1,F,2015
130060,Benjamin Constant,0,F,2016
130060,Benjamin Constant,2,F,2017
130060,Benjamin Constant,1,F,2018
130060,Benjamin Constant,5,F,2019
130060,Benjamin Constant,3,F,2020
130060,Benjamin Constant,0,F,2021
130060,Benjamin Constant,1,F,2022
130060,Benjamin Constant,0,F,2023
130063,Beruri,2,M,2011
130063,Beruri,0,M,2012
130063,Beruri,3,M,2013
130063,Beruri,1,M,2014
130063,Beruri,1,M,2015
130063,Beruri,0,M,2016
130063,Beruri,0,M,2017
130063,Beruri,1,M,2018
130063,Beruri,1,M,2019
130063,Beruri,1,M,2020
130063,Beruri,0,M,2021
130063,Beruri,1,M,2022
130063,Beruri,1,M,2023
130063,Beruri,0,F,2011
130063,Beruri,0,F,2012
130063,Beruri,0,F,2013
130063,Beruri,1,F,2014
130063,Beruri,0,F,2015
130063,Beruri,0,F,2016
130063,Beruri,0,F,2017
130063,Beruri,1,F,2018
130063,Beruri,0,F,2019
130063,Beruri,0,F,2020
130063,Beruri,0,F,2021
130063,Beruri,0,F,2022
130063,Beruri,0,F,2023
130068,Boa Vista do Ramos,0,M,2011
130068,Boa Vista do Ramos,1,M,2012
130068,Boa Vista do Ramos,2,M,2013
130068,Boa Vista do Ramos,3,M,2014
130068,Boa Vista do Ramos,1,M,2015
130068,Boa Vista do Ramos,1,M,2016
130068,Boa Vista do Ramos,2,M,2017
130068,Boa Vista do Ramos,2,M,2018
130068,Boa Vista do Ramos,1,M,2019
130068,Boa Vista do Ramos,2,M,2020
130068,Boa Vista do Ramos,0,M,2021
130068,Boa Vista do Ramos,1,M,2022
130068,Boa Vista do Ramos,0,M,2023
130068,Boa Vista do Ramos,0,F,2011
130068,Boa Vista do Ramos,1,F,2012
130068,Boa Vista do Ramos,0,F,2013
130068,Boa Vista do Ramos,1,F,2014
130068,Boa Vista do Ramos,0,F,2015
130068,Boa Vista do Ramos,1,F,2016
130068,Boa Vista do Ramos,0,F,2017
130068,Boa Vista do Ramos,0,F,2018
130068,Boa Vista do Ramos,0,F,2019
130068,Boa Vista do Ramos,0,F,2020
130068,Boa Vista do Ramos,1,F,2021
130068,Boa Vista do Ramos,4,F,2022
130068,Boa Vista do Ramos,0,F,2023
130070,Boca do Acre,1,M,2011
130070,Boca do Acre,1,M,2012
130070,Boca do Acre,0,M,2013
130070,Boca do Acre,2,M,2014
130070,Boca do Acre,1,M,2015
130070,Boca do Acre,0,M,2016
130070,Boca do Acre,2,M,2017
130070,Boca do Acre,0,M,2018
130070,Boca do Acre,0,M,2019
130070,Boca do Acre,0,M,2020
130070,Boca do Acre,1,M,2021
130070,Boca do Acre,0,M,2022
130070,Boca do Acre,1,M,2023
130070,Boca do Acre,0,F,2011
130070,Boca do Acre,0,F,2012
130070,Boca do Acre,0,F,2013
130070,Boca do Acre,0,F,2014
130070,Boca do Acre,1,F,2015
130070,Boca do Acre,0,F,2016
130070,Boca do Acre,0,F,2017
130070,Boca do Acre,0,F,2018
130070,Boca do Acre,0,F,2019
130070,Boca do Acre,0,F,2020
130070,Boca do Acre,0,F,2021
130070,Boca do Acre,0,F,2022
130070,Boca do Acre,0,F,2023
130080,Borba,0,M,2011
130080,Borba,4,M,2012
130080,Borba,3,M,2013
130080,Borba,7,M,2014
130080,Borba,4,M,2015
130080,Borba,4,M,2016
130080,Borba,3,M,2017
130080,Borba,3,M,2018
130080,Borba,5,M,2019
130080,Borba,5,M,2020
130080,Borba,3,M,2021
130080,Borba,4,M,2022
130080,Borba,1,M,2023
130080,Borba,1,F,2011
130080,Borba,2,F,2012
130080,Borba,3,F,2013
130080,Borba,1,F,2014
130080,Borba,2,F,2015
130080,Borba,1,F,2016
130080,Borba,0,F,2017
130080,Borba,0,F,2018
130080,Borba,4,F,2019
130080,Borba,2,F,2020
130080,Borba,2,F,2021
130080,Borba,1,F,2022
130080,Borba,1,F,2023
130083,Caapiranga,0,M,2011
130083,Caapiranga,0,M,2012
130083,Caapiranga,0,M,2013
130083,Caapiranga,1,M,2014
130083,Caapiranga,0,M,2015
130083,Caapiranga,1,M,2016
130083,Caapiranga,1,M,2017
130083,Caapiranga,0,M,2018
130083,Caapiranga,2,M,2019
130083,Caapiranga,0,M,2020
130083,Caapiranga,2,M,2021
130083,Caapiranga,0,M,2022
130083,Caapiranga,0,M,2023
130083,Caapiranga,0,F,2011
130083,Caapiranga,0,F,2012
130083,Caapiranga,0,F,2013
130083,Caapiranga,1,F,2014
130083,Caapiranga,0,F,2015
130083,Caapiranga,0,F,2016
130083,Caapiranga,0,F,2017
130083,Caapiranga,1,F,2018
130083,Caapiranga,0,F,2019
130083,Caapiranga,1,F,2020
130083,Caapiranga,2,F,2021
130083,Caapiranga,1,F,2022
130083,Caapiranga,0,F,2023
130090,Canutama,0,M,2011
130090,Canutama,0,M,2012
130090,Canutama,0,M,2013
130090,Canutama,1,M,2014
130090,Canutama,0,M,2015
130090,Canutama,0,M,2016
130090,Canutama,0,M,2017
130090,Canutama,0,M,2018
130090,Canutama,1,M,2019
130090,Canutama,0,M,2020
130090,Canutama,0,M,2021
130090,Canutama,1,M,2022
130090,Canutama,1,M,2023
130090,Canutama,0,F,2011
130090,Canutama,0,F,2012
130090,Canutama,0,F,2013
130090,Canutama,0,F,2014
130090,Canutama,1,F,2015
130090,Canutama,0,F,2016
130090,Canutama,0,F,2017
130090,Canutama,0,F,2018
130090,Canutama,0,F,2019
130090,Canutama,0,F,2020
130090,Canutama,0,F,2021
130090,Canutama,0,F,2022
130090,Canutama,0,F,2023
130100,Carauari,0,M,2011
130100,Carauari,0,M,2012
130100,Carauari,2,M,2013
130100,Carauari,1,M,2014
130100,Carauari,1,M,2015
130100,Carauari,0,M,2016
130100,Carauari,1,M,2017
130100,Carauari,0,M,2018
130100,Carauari,3,M,2019
130100,Carauari,1,M,2020
130100,Carauari,1,M,2021
130100,Carauari,1,M,2022
130100,Carauari,1,M,2023
130100,Carauari,0,F,2011
130100,Carauari,0,F,2012
130100,Carauari,2,F,2013
130100,Carauari,0,F,2014
130100,Carauari,0,F,2015
130100,Carauari,0,F,2016
130100,Carauari,0,F,2017
130100,Carauari,0,F,2018
130100,Carauari,1,F,2019
130100,Carauari,0,F,2020
130100,Carauari,0,F,2021
130100,Carauari,0,F,2022
130100,Carauari,0,F,2023
130110,Careiro,3,M,2011
130110,Careiro,2,M,2012
130110,Careiro,3,M,2013
130110,Careiro,1,M,2014
130110,Careiro,1,M,2015
130110,Careiro,5,M,2016
130110,Careiro,2,M,2017
130110,Careiro,3,M,2018
130110,Careiro,3,M,2019
130110,Careiro,0,M,2020
130110,Careiro,1,M,2021
130110,Careiro,4,M,2022
130110,Careiro,0,M,2023
130110,Careiro,0,F,2011
130110,Careiro,3,F,2012
130110,Careiro,0,F,2013
130110,Careiro,1,F,2014
130110,Careiro,2,F,2015
130110,Careiro,1,F,2016
130110,Careiro,1,F,2017
130110,Careiro,2,F,2018
130110,Careiro,5,F,2019
130110,Careiro,1,F,2020
130110,Careiro,2,F,2021
130110,Careiro,3,F,2022
130110,Careiro,0,F,2023
130115,Careiro da Várzea,2,M,2011
130115,Careiro da Várzea,0,M,2012
130115,Careiro da Várzea,1,M,2013
130115,Careiro da Várzea,1,M,2014
130115,Careiro da Várzea,0,M,2015
130115,Careiro da Várzea,2,M,2016
130115,Careiro da Várzea,2,M,2017
130115,Careiro da Várzea,2,M,2018
130115,Careiro da Várzea,2,M,2019
130115,Careiro da Várzea,0,M,2020
130115,Careiro da Várzea,1,M,2021
130115,Careiro da Várzea,0,M,2022
130115,Careiro da Várzea,2,M,2023
130115,Careiro da Várzea,0,F,2011
130115,Careiro da Várzea,2,F,2012
130115,Careiro da Várzea,0,F,2013
130115,Careiro da Várzea,2,F,2014
130115,Careiro da Várzea,2,F,2015
130115,Careiro da Várzea,0,F,2016
130115,Careiro da Várzea,0,F,2017
130115,Careiro da Várzea,0,F,2018
130115,Careiro da Várzea,1,F,2019
130115,Careiro da Várzea,1,F,2020
130115,Careiro da Várzea,1,F,2021
130115,Careiro da Várzea,2,F,2022
130115,Careiro da Várzea,1,F,2023
130120,Coari,4,M,2011
130120,Coari,5,M,2012
130120,Coari,2,M,2013
130120,Coari,5,M,2014
130120,Coari,4,M,2015
130120,Coari,6,M,2016
130120,Coari,6,M,2017
130120,Coari,6,M,2018
130120,Coari,4,M,2019
130120,Coari,4,M,2020
130120,Coari,6,M,2021
130120,Coari,5,M,2022
130120,Coari,4,M,2023
130120,Coari,5,F,2011
130120,Coari,4,F,2012
130120,Coari,4,F,2013
130120,Coari,3,F,2014
130120,Coari,1,F,2015
130120,Coari,2,F,2016
130120,Coari,3,F,2017
130120,Coari,1,F,2018
130120,Coari,1,F,2019
130120,Coari,3,F,2020
130120,Coari,8,F,2021
130120,Coari,5,F,2022
130120,Coari,1,F,2023
130130,Codajás,0,M,2011
130130,Codajás,1,M,2012
130130,Codajás,0,M,2013
130130,Codajás,0,M,2014
130130,Codajás,2,M,2015
130130,Codajás,1,M,2016
130130,Codajás,1,M,2017
130130,Codajás,0,M,2018
130130,Codajás,1,M,2019
130130,Codajás,2,M,2020
130130,Codajás,2,M,2021
130130,Codajás,1,M,2022
130130,Codajás,0,M,2023
130130,Codajás,0,F,2011
130130,Codajás,0,F,2012
130130,Codajás,2,F,2013
130130,Codajás,0,F,2014
130130,Codajás,1,F,2015
130130,Codajás,1,F,2016
130130,Codajás,0,F,2017
130130,Codajás,2,F,2018
130130,Codajás,0,F,2019
130130,Codajás,0,F,2020
130130,Codajás,0,F,2021
130130,Codajás,0,F,2022
130130,Codajás,0,F,2023
130140,Eirunepé,1,M,2011
130140,Eirunepé,0,M,2012
130140,Eirunepé,1,M,2013
130140,Eirunepé,1,M,2014
130140,Eirunepé,1,M,2015
130140,Eirunepé,0,M,2016
130140,Eirunepé,0,M,2017
130140,Eirunepé,3,M,2018
130140,Eirunepé,0,M,2019
130140,Eirunepé,1,M,2020
130140,Eirunepé,1,M,2021
130140,Eirunepé,2,M,2022
130140,Eirunepé,1,M,2023
130140,Eirunepé,0,F,2011
130140,Eirunepé,1,F,2012
130140,Eirunepé,1,F,2013
130140,Eirunepé,0,F,2014
130140,Eirunepé,0,F,2015
130140,Eirunepé,0,F,2016
130140,Eirunepé,0,F,2017
130140,Eirunepé,0,F,2018
130140,Eirunepé,1,F,2019
130140,Eirunepé,2,F,2020
130140,Eirunepé,1,F,2021
130140,Eirunepé,0,F,2022
130140,Eirunepé,1,F,2023
130150,Envira,0,M,2011
130150,Envira,0,M,2012
130150,Envira,0,M,2013
130150,Envira,0,M,2014
130150,Envira,0,M,2015
130150,Envira,0,M,2016
130150,Envira,0,M,2017
130150,Envira,0,M,2018
130150,Envira,0,M,2019
130150,Envira,0,M,2020
130150,Envira,1,M,2021
130150,Envira,1,M,2022
130150,Envira,0,M,2023
130150,Envira,0,F,2011
130150,Envira,0,F,2012
130150,Envira,0,F,2013
130150,Envira,0,F,2014
130150,Envira,0,F,2015
130150,Envira,0,F,2016
130150,Envira,0,F,2017
130150,Envira,1,F,2018
130150,Envira,0,F,2019
130150,Envira,0,F,2020
130150,Envira,0,F,2021
130150,Envira,0,F,2022
130150,Envira,0,F,2023
130160,Fonte Boa,0,M,2011
130160,Fonte Boa,1,M,2012
130160,Fonte Boa,2,M,2013
130160,Fonte Boa,1,M,2014
130160,Fonte Boa,1,M,2015
130160,Fonte Boa,0,M,2016
130160,Fonte Boa,2,M,2017
130160,Fonte Boa,2,M,2018
130160,Fonte Boa,1,M,2019
130160,Fonte Boa,1,M,2020
130160,Fonte Boa,1,M,2021
130160,Fonte Boa,3,M,2022
130160,Fonte Boa,2,M,2023
130160,Fonte Boa,0,F,2011
130160,Fonte Boa,0,F,2012
130160,Fonte Boa,3,F,2013
130160,Fonte Boa,1,F,2014
130160,Fonte Boa,1,F,2015
130160,Fonte Boa,0,F,2016
130160,Fonte Boa,0,F,2017
130160,Fonte Boa,0,F,2018
130160,Fonte Boa,0,F,2019
130160,Fonte Boa,0,F,2020
130160,Fonte Boa,0,F,2021
130160,Fonte Boa,0,F,2022
130160,Fonte Boa,0,F,2023
130165,Guajará,0,M,2011
130165,Guajará,0,M,2012
130165,Guajará,0,M,2013
130165,Guajará,0,M,2014
130165,Guajará,0,M,2015
130165,Guajará,0,M,2016
130165,Guajará,0,M,2017
130165,Guajará,0,M,2018
130165,Guajará,1,M,2019
130165,Guajará,0,M,2020
130165,Guajará,0,M,2021
130165,Guajará,0,M,2022
130165,Guajará,0,M,2023
130165,Guajará,0,F,2011
130165,Guajará,0,F,2012
130165,Guajará,0,F,2013
130165,Guajará,0,F,2014
130165,Guajará,0,F,2015
130165,Guajará,0,F,2016
130165,Guajará,0,F,2017
130165,Guajará,0,F,2018
130165,Guajará,1,F,2019
130165,Guajará,0,F,2020
130165,Guajará,0,F,2021
130165,Guajará,0,F,2022
130165,Guajará,0,F,2023
130170,Humaitá,3,M,2011
130170,Humaitá,4,M,2012
130170,Humaitá,5,M,2013
130170,Humaitá,7,M,2014
130170,Humaitá,5,M,2015
130170,Humaitá,7,M,2016
130170,Humaitá,7,M,2017
130170,Humaitá,8,M,2018
130170,Humaitá,10,M,2019
130170,Humaitá,0,M,2020
130170,Humaitá,2,M,2021
130170,Humaitá,6,M,2022
130170,Humaitá,0,M,2023
130170,Humaitá,3,F,2011
130170,Humaitá,3,F,2012
130170,Humaitá,3,F,2013
130170,Humaitá,5,F,2014
130170,Humaitá,5,F,2015
130170,Humaitá,1,F,2016
130170,Humaitá,3,F,2017
130170,Humaitá,2,F,2018
130170,Humaitá,5,F,2019
130170,Humaitá,1,F,2020
130170,Humaitá,1,F,2021
130170,Humaitá,1,F,2022
130170,Humaitá,2,F,2023
130180,Ipixuna,0,M,2011
130180,Ipixuna,0,M,2012
130180,Ipixuna,0,M,2013
130180,Ipixuna,0,M,2014
130180,Ipixuna,0,M,2015
130180,Ipixuna,0,M,2016
130180,Ipixuna,0,M,2017
130180,Ipixuna,0,M,2018
130180,Ipixuna,0,M,2019
130180,Ipixuna,0,M,2020
130180,Ipixuna,0,M,2021
130180,Ipixuna,0,M,2022
130180,Ipixuna,0,M,2023
130180,Ipixuna,0,F,2011
130180,Ipixuna,0,F,2012
130180,Ipixuna,0,F,2013
130180,Ipixuna,0,F,2014
130180,Ipixuna,0,F,2015
130180,Ipixuna,1,F,2016
130180,Ipixuna,0,F,2017
130180,Ipixuna,0,F,2018
130180,Ipixuna,0,F,2019
130180,Ipixuna,0,F,2020
130180,Ipixuna,0,F,2021
130180,Ipixuna,0,F,2022
130180,Ipixuna,0,F,2023
130185,Iranduba,6,M,2011
130185,Iranduba,7,M,2012
130185,Iranduba,5,M,2013
130185,Iranduba,10,M,2014
130185,Iranduba,6,M,2015
130185,Iranduba,9,M,2016
130185,Iranduba,4,M,2017
130185,Iranduba,3,M,2018
130185,Iranduba,13,M,2019
130185,Iranduba,12,M,2020
130185,Iranduba,10,M,2021
130185,Iranduba,9,M,2022
130185,Iranduba,2,M,2023
130185,Iranduba,2,F,2011
130185,Iranduba,5,F,2012
130185,Iranduba,4,F,2013
130185,Iranduba,4,F,2014
130185,Iranduba,6,F,2015
130185,Iranduba,5,F,2016
130185,Iranduba,1,F,2017
130185,Iranduba,5,F,2018
130185,Iranduba,7,F,2019
130185,Iranduba,2,F,2020
130185,Iranduba,5,F,2021
130185,Iranduba,3,F,2022
130185,Iranduba,0,F,2023
130190,Itacoatiara,8,M,2011
130190,Itacoatiara,10,M,2012
130190,Itacoatiara,14,M,2013
130190,Itacoatiara,19,M,2014
130190,Itacoatiara,6,M,2015
130190,Itacoatiara,8,M,2016
130190,Itacoatiara,14,M,2017
130190,Itacoatiara,17,M,2018
130190,Itacoatiara,17,M,2019
130190,Itacoatiara,15,M,2020
130190,Itacoatiara,17,M,2021
130190,Itacoatiara,18,M,2022
130190,Itacoatiara,8,M,2023
130190,Itacoatiara,4,F,2011
130190,Itacoatiara,12,F,2012
130190,Itacoatiara,6,F,2013
130190,Itacoatiara,9,F,2014
130190,Itacoatiara,3,F,2015
130190,Itacoatiara,5,F,2016
130190,Itacoatiara,6,F,2017
130190,Itacoatiara,4,F,2018
130190,Itacoatiara,11,F,2019
130190,Itacoatiara,8,F,2020
130190,Itacoatiara,15,F,2021
130190,Itacoatiara,17,F,2022
130190,Itacoatiara,11,F,2023
130195,Itamarati,0,M,2011
130195,Itamarati,0,M,2012
130195,Itamarati,0,M,2013
130195,Itamarati,0,M,2014
130195,Itamarati,0,M,2015
130195,Itamarati,0,M,2016
130195,Itamarati,0,M,2017
130195,Itamarati,0,M,2018
130195,Itamarati,0,M,2019
130195,Itamarati,0,M,2020
130195,Itamarati,0,M,2021
130195,Itamarati,0,M,2022
130195,Itamarati,0,M,2023
130195,Itamarati,0,F,2011
130195,Itamarati,0,F,2012
130195,Itamarati,0,F,2013
130195,Itamarati,0,F,2014
130195,Itamarati,0,F,2015
130195,Itamarati,0,F,2016
130195,Itamarati,0,F,2017
130195,Itamarati,0,F,2018
130195,Itamarati,0,F,2019
130195,Itamarati,0,F,2020
130195,Itamarati,0,F,2021
130195,Itamarati,0,F,2022
130195,Itamarati,0,F,2023
130200,Itapiranga,0,M,2011
130200,Itapiranga,0,M,2012
130200,Itapiranga,0,M,2013
130200,Itapiranga,1,M,2014
130200,Itapiranga,1,M,2015
130200,Itapiranga,0,M,2016
130200,Itapiranga,0,M,2017
130200,Itapiranga,2,M,2018
130200,Itapiranga,0,M,2019
130200,Itapiranga,0,M,2020
130200,Itapiranga,0,M,2021
130200,Itapiranga,0,M,2022
130200,Itapiranga,1,M,2023
130200,Itapiranga,0,F,2011
130200,Itapiranga,1,F,2012
130200,Itapiranga,0,F,2013
130200,Itapiranga,0,F,2014
130200,Itapiranga,0,F,2015
130200,Itapiranga,0,F,2016
130200,Itapiranga,1,F,2017
130200,Itapiranga,1,F,2018
130200,Itapiranga,0,F,2019
130200,Itapiranga,2,F,2020
130200,Itapiranga,1,F,2021
130200,Itapiranga,0,F,2022
130200,Itapiranga,0,F,2023
130210,Japurá,0,M,2011
130210,Japurá,1,M,2012
130210,Japurá,0,M,2013
130210,Japurá,0,M,2014
130210,Japurá,0,M,2015
130210,Japurá,0,M,2016
130210,Japurá,0,M,2017
130210,Japurá,1,M,2018
130210,Japurá,0,M,2019
130210,Japurá,0,M,2020
130210,Japurá,0,M,2021
130210,Japurá,0,M,2022
130210,Japurá,0,M,2023
